Matrix ID,Matrix Tag Comment,Matrix Type,Diff. Matrix Info.,Branch/Terr.,Home Branch,Bill To ID,Customer ID,Customer Name,Price Class,Outside Salesperson,Price Line,SellGroupAll,SellGroupMscAll,SellGroupMregAll,PROD_NBR,Product Description,Price Date Ovrd.,LIST,UMSP,CMP,STD-COST,REP-COST,AVG-COST,LASTCOST,Lnd Cost,Avg Lnd,Price Basis#,Price Formula,Qty Break Basis,Qty Break Formula,Qty Brk. Form Constant,Qty Break Points,Qty Break UOM,Qty Brk. Form Multplier,Split Qty,Cost Basis#,Cost Formula,Effective Date,Expire Date,Enable Rnding Rules
1039~160~715879~19808,,N,,1039,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,REFRIG,REFRIG,AGAS,AGAS,715879,REFRIG R404A 24LB CYLINDER R404A24,,1008.319,0,585.470,391.580,391.580,391.580,391.580,391.580,391.580,28,D0.870178,28,D0.870178,0,,,114919017,N,,,03/25/2022,06/30/2022,N
1029~160~GMILWTOOL ACC~19815,,N,,1029,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,,,,,GMILWTOOL ACC,,,0,0,0,0,0,0,0,0,0,5,GP40,5,GP40,0,,,166666667,N,,,04/01/2022,06/30/2022,N
1022~160~GAORESID~19694.2,,N,,1022,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,,,,,GAORESID,,,0,0,0,0,0,0,0,0,0,28,GP13,28,GP13,0,,,114942529,N,,,12/01/2021,06/30/2022,N
1039~160~32989~19815,,N,,1039,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,NAVIEN,NAVIEN,NAVIEN UNIT,WHH,32989,<D> NAVIEN NG/LP TANKLESS WA,,1800.000,0,1289.778,916.700,890.000,890.000,890.000,890.000,890.000,28,GP8.33,28,GP8.33,0,,,109086942,N,,,04/01/2022,06/30/2022,N
1029~160~1421427~19815,,N,,1029,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL,MILWTOOL,1421427,MILWTL PACKOUT RACKING KIT,,222.000,0,139.000,104.030,101.000,101.000,101.000,101.000,101.000,5,*1.2821,5,*1.2821,0,,,128210000,N,,,04/01/2022,06/30/2022,N
1040~160~107181~19815,,N,,1040,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,AORESID,AORESID,AORESID LPG,AOQ,107181,AOSMTH LPG 40 GAL 36K WH,,1260.720,0,715.000,612.000,612.000,612.000,612.000,612.000,612.000,1,$645.0000,1,$645.0000,645.00000,,,0,N,,,04/01/2022,06/30/2022,N
1044~160~299799~19694.2,,N,,1044,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,MILWTOOL,MILWTOOL,MILW POW TOOL,MT,299799,MILWTL M18 TRANSFER PUMP 2771-20,,338.000,199.000,199.000,163.770,159.000,159.000,159.000,159.000,159.000,28,GP9.66,28,GP9.66,0,,,110692938,N,,,12/01/2021,06/30/2022,N
1002~160~48183~19694.2,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,PVCPIPE,PVCPIPE,PVCPIPE SMALL,PP,48183,PVCPIPE 4X20 SCH40 PVC SOLID,,10.300,0,6.843,5.150,5.000,5.000,5.000,5.000,5.000,28,GP-14.3,28,GP-14.3,0,,,87489064,N,,,12/01/2021,06/30/2022,N
1039~160~108707~19805,,N,,1039,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,DIALMFG,DIALMFG,DIALMFG,MA,108707,DIAL DIGITAL CONTROLLER 115/230V,,80.118,0,72.490,32.043,31.110,31.110,31.110,31.110,31.110,28,D0.487,28,D0.487,0,,,205338809,N,,,03/22/2022,06/30/2022,N
1002~160~966927~19694.2,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,REHAU,REHAU,REHAU,IK5,966927,REHAU 1 RAUPEX RED UV SHIELD PIPE,,2.819,0,3.132,1.248,1.212,1.212,1.212,1.212,1.212,28,GP21.89,28,GP21.89,0,,,128024581,N,,,12/01/2021,06/30/2022,N
1029~160~56245~19815,,N,,1029,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,MILWTOOL,MILWTOOL,MILW HAND TOOL,MTA,56245,MILWTL GEN PURPOSE UTILITY BLADE,,1.900,1.800,1.350,0.927,0.900,0.900,0.900,0.900,0.900,5,*1.4281,5,*1.4281,0,,,142810000,N,,,04/01/2022,06/30/2022,N
1029~160~1142123~19815,,N,,1029,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,MILWTOOL,MILWTOOL PROMO,MILW HAND TOOL,MILWTOOL,1142123,MILWTL CLEAR HIGH PERF SAFETY,,26.400,19.990,14.970,10.300,10.000,10.000,10.000,10.000,10.000,5,*1.4286,5,*1.4286,0,,,142860000,N,,,04/01/2022,06/30/2022,N
1006~160~99495~19694.2,,N,,1006,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,EMERMTR,EMERMTR,FASTPART MOTOR,FQ3,99495,EMERSONMTR 1/2 TO 1/6 HP RESCUE MOT,,56.240,0,134.780,57.927,56.240,56.240,56.240,56.240,56.240,28,GP36.8,28,GP36.8,0,,,158227848,N,,,12/01/2021,06/30/2022,N
1029~160~667107~19815,,N,,1029,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,QUIKRETE,QUIKRETE,QUIKRETE,QUIKRETE,667107,QUIKCRT QUIKRETE CONC MIX 80LB BAG,,10.375,0,10.840,4.150,4.030,4.030,4.030,4.030,4.030,28,GP25.01,28,GP25.01,0,,,133351113,N,,,04/01/2022,06/30/2022,N
1075~160~45622~19694.1,,N,,1075,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,INSINK,INSINK,INSINK,DS,45622,INSINK BADGER 5 1/2HP GARBAGE,,187.800,187.800,127.098,91.881,89.205,89.205,89.205,89.205,89.205,4,*0.7201,4,*0.7201,0,,,72010000,N,,,12/01/2021,06/30/2022,N
1002~160~101563~19825,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,DIVTECH,DIVTECH,DIVTECH,GA7,101563,DIVERS 1/3-1/6 HP 825/2 COND MOT,,157.800,0,112.392,63.118,61.280,61.280,61.280,61.280,61.280,1,$78.900,1,$78.900,78.90000,,,0,N,,,04/11/2022,05/06/2022,N
1075~160~32540~19694.1,,N,,1075,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,COPFIT,COPFIT,COPFIT,CFD,32540,MUELLR 1-1/2 COP CXFIP FEM 90 ELL,,86.350,0,26.770,9.762,9.274,9.274,9.274,9.274,9.274,28,GP55.42,28,GP55.42,0,,,224315837,N,,,12/01/2021,06/30/2022,N
1029~160~199884~19815,,N,,1029,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,GRUNDFOS,GRUNDFOS,GRUNDFOS,CP,199884,GRNDFS SCALA2 3-45 115V BOOST PMP,,1784.000,0,981.704,753.383,731.440,731.440,731.440,731.440,731.440,28,GP11.26,28,GP11.26,0,,,112688754,N,,,04/01/2022,06/30/2022,N
1008~160~36037~19694.2,,N,,1008,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,AOPARTS,AOPARTS,AOPARTS,AOP,36037,AOSMTH 4000W/5500W 208V/240V ELMNT,,50.000,0,57.316,25.750,25.000,25.000,25.000,25.000,25.000,28,GP15.82,28,GP15.82,0,,,118793062,N,,,12/01/2021,06/30/2022,N
1040~160~42351~19815,,N,,1040,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,BOWPEX,BOWPEX,BOWPEX,PG,42351,BOW 1/2X100 SUPER PEX WH 588855,,1.290,0,0.720,0.289,0.281,0.281,0.281,0.281,0.281,5,*0.8962,5,*0.8962,0,,,89620000,N,,,04/01/2022,06/30/2022,N
1039~160~99637~19815,,N,,1039,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,SELKVENT,SELKVENT,SELKVENT,MP,99637,SELKRK 4 RV ROUND DBL WALL VENT TOP,,45.370,0,14.958,8.106,7.870,7.870,7.870,7.870,7.870,5,*1.449,5,*1.449,0,,,144900000,N,,,04/01/2022,06/30/2022,N
1002~160~10628~19694.2,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,DURAL,DURAL,POLYGASF,GP1,10628,DURLINE COATED MIP ADPT W/STIFF 2,,36.870,0,88.320,37.976,36.870,36.870,36.870,36.870,36.870,28,GP-14.21,28,GP-14.21,0,,,87558007,N,,,12/01/2021,06/30/2022,N
1006~160~1457285~19694.2,,N,,1006,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,UPONOR,UPONOR,UPONOR PIPE,UPONOR,1457285,UPONOR 1X100FT AQUAPEX WHT BLUE,,2.910,0,3.124,1.167,1.133,1.133,1.133,1.133,1.133,28,GP16.8,28,GP16.8,0,,,120192308,N,,,12/01/2021,06/30/2022,N
1039~160~103040~19805,,N,,1039,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,DIALMFG,DIALMFG,DIALMFG,MA6,103040,DIAL 1/4 100 FT. BLK POLY TUBE 4321,,5.560,0,13.210,5.727,5.560,5.560,5.560,5.560,5.560,28,D0.600368,28,D0.600368,0,,,166564507,N,,,03/22/2022,06/30/2022,N
1039~160~63856~19815,,N,,1039,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,CODY,CODY,MSC DUCT ELBOWS,DP8,63856,CODY 6 SGL WALL DUCT ADJ 90 ELL,,6.335,0,4.127,2.534,2.460,2.460,2.460,2.460,2.460,1,$4.1000,1,$4.1000,4.10000,,,0,N,,,04/01/2022,06/30/2022,N
1002~160~581163~19694.2,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,REHAU,REHAU,REHAU,REHAU,581163,REHAU 1/2 EVERLOC POLY PLUG,,1.280,0,1.469,0.567,0.550,0.550,0.550,0.550,0.550,28,GP15.08,28,GP15.08,0,,,117757890,N,,,12/01/2021,06/30/2022,N
1039~160~4213~19815,,N,,1039,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,AORESID,AORESID,AORESID ELEC,AOR,4213,AOSMTH RES ELEC 1-2.5KW 120V 19G,,838.420,0,665.000,407.000,407.000,407.000,407.000,407.000,407.000,4,$475.0000,4,$475.0000,475.00000,,,0,N,,,04/01/2022,06/30/2022,N
1002~160~899018~19694.2,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,REHAU,REHAU,REHAU,REHAU,899018,REHAU 1X3/4 INL (4) 1/2 PEX OLT BRS,,125.100,0,132.420,55.407,53.793,53.793,53.793,53.793,53.793,28,GP24.45,28,GP24.45,0,,,132362674,N,,,12/01/2021,06/30/2022,N
1040~160~83312~19805,,N,,1040,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,DIALMFG,DIALMFG,DIALMFG CLR PMPS MTR,MA,83312,DIAL 1/2HP 2SP 115V MOTOR 2204,,144.656,0,121.910,57.855,56.170,56.170,56.170,56.170,56.170,28,D0.610247,28,D0.610247,0,,,163868073,N,,,03/22/2022,06/30/2022,N
1002~160~1484534~19825.1,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,FIELDPC,FIELDPC,FIELDPC,FIELDPC,1484534,FIELDPIECE RUNQUICK VAC PUMP 10 CFM,,929.000,0,1092.647,579.859,562.970,562.970,562.970,562.970,562.970,1,$650.000,1,$650.000,650.00000,,,0,N,,,04/11/2022,05/06/2022,N
1002~160~108071~19825.1,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,GLOBAL,GLOBAL,GLOBAL CAPACITOR,GA6,108071,GLBSRC 30/5 MFD 370/440V RND RUN,,32.960,0,33.191,13.184,12.800,12.800,12.800,12.800,12.800,1,$15.510,1,$15.510,15.51000,,,0,N,,,04/11/2022,05/06/2022,N
1002~160~1498927~19694.2,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,RECSEAL,RECSEAL,RECSEAL,RECSEAL,1498927,RECTORSEAL PRO-FIT 1/2IN TO 5/8IN,,36.514,0,25.881,14.605,14.180,14.180,14.180,14.180,14.180,5,GP30,5,GP30,0,,,142857143,N,,,12/01/2021,06/30/2022,N
1075~160~718816~19694.1,,N,,1075,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,REFRIG,REFRIG,AGAS,AGAS,718816,REFRIG R410A 25LB CYLINDER R410A25,,948.682,0,585.470,368.420,368.420,368.420,368.420,368.420,368.420,28,GP-8.96,28,GP-8.96,0,,,91776799,N,,,12/01/2021,06/30/2022,N
1002~160~1498896~19694.2,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,RECSEAL,RECSEAL,RECSEAL,RECSEAL,1498896,RECTORSEAL PRO-FIT 1/2IN QUIK CNECT,,28.325,0,20.084,11.330,11.000,11.000,11.000,11.000,11.000,5,GP30,5,GP30,0,,,142857143,N,,,12/01/2021,06/30/2022,N
1002~160~107740~19825.1,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,DIVTECH,DIVTECH,DIVTECH,GAE,107740,DIVERS ORANGE WIRE NUTS 623-003,,8.780,0,7.091,3.512,3.410,3.410,3.410,3.410,3.410,1,$5.020,1,$5.020,5.02000,,,0,N,,,04/11/2022,05/06/2022,N
1002~160~950470~19694.2,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,REHAU,REHAU,REHAU,REHAU,950470,REHAU 3/8X1/2 MPT EVERLOC BRS ADPT,,12.280,0,13.000,5.438,5.280,5.280,5.280,5.280,5.280,28,GP13.19,28,GP13.19,0,,,115194102,N,,,12/01/2021,06/30/2022,N
1029~160~248237~19815,,N,,1029,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,MILWTOOL,MILWTOOL,MILW HAND TOOL,MT,248237,MILWTL 1 MINI CUTTER 48-22-4251,,37.100,22.990,23.970,16.686,16.200,16.200,16.200,16.200,16.200,5,*1.3698,5,*1.3698,0,,,136980000,N,,,04/01/2022,06/30/2022,N
1006~160~83043~19694.2,,N,,1006,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,ESSICK,ESSICK,ESSICK,MA2,83043,ESSICK ULTRACOOL RESIDENTIAL 120,,1148.399,0,937.094,459.359,445.980,445.980,445.980,445.980,445.980,28,GP52.48,28,GP52.48,0,,,210437710,N,,,12/01/2021,06/30/2022,N
1022~160~GGENCABLE~19694.2,,N,,1022,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,,,,,GGENCABLE,,,0,0,0,0,0,0,0,0,0,5,GP26,5,GP26,0,,,135135135,N,,,12/01/2021,06/30/2022,N
1006~160~1457281~19694.2,,N,,1006,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,UPONOR,UPONOR,UPONOR PIPE,UPONOR,1457281,UPONOR 1X100FT AQUAPEX WHT RED,,2.910,0,3.124,1.167,1.133,1.133,1.133,1.133,1.133,28,GP16.8,28,GP16.8,0,,,120192308,N,,,12/01/2021,06/30/2022,N
1002~160~950468~19694.2,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,REHAU,REHAU,REHAU,REHAU,950468,REHAU 5/8 EVERLOC PEXA SLEEVE,,0.460,0,0.510,0.204,0.198,0.198,0.198,0.198,0.198,28,GP19.14,28,GP19.14,0,,,123670542,N,,,12/01/2021,06/30/2022,N
1002~160~64663~19694.2,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,WESTERN,WESTERN,WESTERN,RQ2,64663,WSTPOTY HET TANK 1.28 GPF T8-HET-W,,110.740,0,60.113,44.290,43.000,43.000,43.000,43.000,43.000,28,GP-6.24,28,GP-6.24,0,,,94126506,N,,,12/01/2021,06/30/2022,N
1002~160~39497~19694.2,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,REHAU,REHAU,REHAU,IK5,39497,REHAU 3/4 RAUPEX TUBE 100FT COIL,,1.659,0,1.836,0.734,0.713,0.713,0.713,0.713,0.713,28,GP21.86,28,GP21.86,0,,,127975429,N,,,12/01/2021,06/30/2022,N
1029~160~GAORESID~19815,,N,,1029,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,,,,,GAORESID,,,0,0,0,0,0,0,0,0,0,28,*1.05263,28,*1.05263,0,,,105263000,N,,,04/01/2022,06/30/2022,N
1002~160~609674~19694.2,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,REHAU,REHAU,REHAU,REHAU,609674,REHAU 1-1/2X1 EVERLOC POLY CPL,,9.690,0,10.670,4.292,4.167,4.167,4.167,4.167,4.167,28,GP28.08,28,GP28.08,0,,,139043382,N,,,12/01/2021,06/30/2022,N
1039~160~752009~19805,,N,,1039,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,DIALMFG,DIALMFG,DIALMFG CLR PMPS MTR,DIALMFG,752009,DIAL 115V POWER-CLEAN SCALE,,79.938,0,97.240,31.971,31.040,31.040,31.040,31.040,31.040,28,D0.696535,28,D0.696535,0,,,143567803,N,,,03/22/2022,06/30/2022,N
1008~160~100737~19694.2,,N,,1008,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,AOPARTS,AOPARTS,AOPARTS,AOP,100737,AOSMTH GAS VLV VENTURI ASSY NG,,516.000,0,590.995,265.740,258.000,258.000,258.000,258.000,258.000,28,GP33.65,28,GP33.65,0,,,150715901,N,,,12/01/2021,06/30/2022,N
1040~160~83215~19805,,N,,1040,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,DIALMFG,DIALMFG,DIALMFG,MA6,83215,DIAL 1/4 HEAVY DUTY BRZ FLOAT VALVE,,15.941,0,19.090,6.376,6.190,6.190,6.190,6.190,6.190,28,D0.642486,28,D0.642486,0,,,155645415,N,,,03/22/2022,06/30/2022,N
1002~160~9531~19694.2,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,DURAL,DURAL,POLYGASP,GP,9531,DURLINE POLY GAS PIPE 2X150,,0.999,0,2.610,1.029,0.999,0.999,0.999,0.999,0.999,28,GP32.83,28,GP32.83,0,,,148875986,N,,,12/01/2021,06/30/2022,N
1039~160~765205~19808,,N,,1039,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,LINESET,LINESETS,LINESETS,CT3,765205,MUELLR 3/8X7/8X1/2 50 LINE,,517.140,0,321.030,282.302,274.080,274.080,274.080,274.080,274.080,28,D0.850001,28,D0.850001,0,,,117646920,N,,,03/25/2022,06/30/2022,N
1006~160~286839~19694.2,,N,,1006,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,UPONOR,UPONOR,UPONOR PIPE,IKA,286839,UPONOR 1/2X100FT AQUAPEX WHT RED,,0.938,0,1.001,0.376,0.365,0.365,0.365,0.365,0.365,28,GP23.95,28,GP23.95,0,,,131492439,N,,,12/01/2021,06/30/2022,N
1039~160~1206371~19815,,N,,1039,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,INSINK,INSINK,INSINK,INSINK,1206371,INSINK EVERGRIND E101 GRBG DISPOSAL,,90.980,90.980,64.813,44.512,43.216,43.216,43.216,43.216,43.216,28,GP33.16,28,GP33.16,0,,,149611011,N,,,04/01/2022,06/30/2022,N
1039~160~215608~19808,,N,,1039,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,RECSEAL,RECSEAL,RECSEAL,RX,215608,RECTORSEAL 12 WALL DUCT KIT LD122,,196.910,0,132.269,78.764,76.470,76.470,76.470,76.470,76.470,28,D0.7,28,D0.7,0,,,142857143,N,,,03/25/2022,06/30/2022,N
1040~160~83073~19815,,N,,1040,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,ESSICK,ESSICK,ESSICK,MA1,83073,ESSICK WC50 MODEL 01 CHAMPION WC50,,1017.125,0,829.974,406.850,395.000,395.000,395.000,395.000,395.000,28,GP50.43,28,GP50.43,0,,,201734920,N,,,04/01/2022,06/30/2022,N
1002~160~581167~19694.2,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,REHAU,REHAU,REHAU,REHAU,581167,REHAU 3/4 EVERLOC POLY PLUG,,2.030,0,2.311,0.899,0.873,0.873,0.873,0.873,0.873,28,GP16.62,28,GP16.62,0,,,119932838,N,,,12/01/2021,06/30/2022,N
1002~160~94530~19825,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,DIVTECH,DIVTECH,DIVTECH,FQ8,94530,DIVERS 1/2X6 10 WHIP (BAGGED) THNN,,29.410,0,22.726,11.763,11.420,11.420,11.420,11.420,11.420,1,$16.800,1,$16.800,16.80000,,,0,N,,,04/11/2022,05/06/2022,N
1040~160~84607~19805,,N,,1040,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,DIALMFG,DIALMFG,DIALMFG,MA6,84607,DIAL 8 CELDEK PAD FOR ULTRACOOL,,115.452,0,141.150,46.175,44.830,44.830,44.830,44.830,44.830,28,D0.696277,28,D0.696277,0,,,143621001,N,,,03/22/2022,06/30/2022,N
1008~160~15529~19694.2,,N,,1008,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,AOPARTS,AOPARTS,AOPARTS,AOP,15529,AOSMTH IGNITOR ASSY BTH 100110899,,159.000,0,182.138,81.885,79.500,79.500,79.500,79.500,79.500,28,GP24.18,28,GP24.18,0,,,131891322,N,,,12/01/2021,06/30/2022,N
1039~160~10443~19815,,N,,1039,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,MILLROSE,MILLROSE,MSC TAPE,TS,10443,MILLROS BLUE MONSTER TAPE 1X1429,,10.630,0,13.577,4.380,4.252,4.252,4.252,4.252,4.252,28,D0.796364,28,D0.796364,0,,,125570719,N,,,04/01/2022,06/30/2022,N
1008~160~3162~19694.2,,N,,1008,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,AOPARTS,AOPARTS,AOPARTS,AOP,3162,AOSMTH FINAL BRNR ASSY NG #37,,175.000,0,199.971,90.125,87.500,87.500,87.500,87.500,87.500,28,GP33.24,28,GP33.24,0,,,149790294,N,,,12/01/2021,06/30/2022,N
1002~160~101507~19825,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,DIVTECH,DIVTECH,DIVTECH,GA7,101507,DIVERS 1/2 HP 230V COND MOTOR,,163.720,0,116.611,65.487,63.580,63.580,63.580,63.580,63.580,1,$81.860,1,$81.860,81.86000,,,0,N,,,04/11/2022,05/06/2022,N
1002~160~12424~19825,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,BERRYPLS,BERRYPLS,MSC TAPE,AR,12424,BERRYPLST 243/AR1555 VINYL DUCT,,17.639,0,18.130,7.056,6.850,6.850,6.850,6.850,6.850,1,$8.250,1,$8.250,8.25000,,,0,N,,,04/11/2022,05/06/2022,N
1039~160~83047~19815.1,,N,,1039,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,ESSICK,ESSICK,ESSICK,MA2,83047,ESSICK ULTRACOOL RESIDENTIAL 120,,1302.075,0,1062.493,520.830,505.660,505.660,505.660,505.660,505.660,28,D0.571683,28,D0.571683,0,,,174922116,N,,,04/01/2022,06/30/2022,N
1039~160~43599~19815,,N,,1039,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,SIOUXCH,SIOUXCH,SIOUXCH,IK2,43599,SIOUX 1 648XG4 PEX BV LF 15-0426,,39.780,0,46.607,17.515,17.006,17.006,17.006,17.006,17.006,28,GP24.7,28,GP24.7,0,,,132802125,N,,,04/01/2022,06/30/2022,N
1039~160~91625~19633.2,,O,,1039,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,SLOV,SLOV,SLOAN WLP,SO1,91625,SLOAN REGAL 186-1-XL 1GPF 3082675,,225.550,0,154.920,110.350,107.136,107.136,107.136,107.136,107.136,,,,,,,,,N,5,$69.588,10/01/2021,12/31/2022,N
1002~160~646480~19694.2,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,REHAU,REHAU,REHAU,IK5,646480,REHAU 1/2 RAUPEX WHITE UV SHIELD,,1.017,0,1.050,0.450,0.437,0.437,0.437,0.437,0.437,28,GP21.63,28,GP21.63,0,,,127599847,N,,,12/01/2021,06/30/2022,N
1040~160~83207~19805,,N,,1040,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,ESSICK,ESSICK,ESSICK,MA4,83207,ESSICK ULTRACOOL RESIDENTIAL 120,,1710.006,0,1395.360,684.002,664.080,664.080,664.080,664.080,664.080,28,D0.65143,28,D0.65143,0,,,153508435,N,,,03/22/2022,06/30/2022,N
1002~160~1498893~19694.2,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,RECSEAL,RECSEAL,RECSEAL,RECSEAL,1498893,RECTORSEAL PRO-FIT 1/4IN QUIK CNECT,,22.583,0,16.007,9.033,8.770,8.770,8.770,8.770,8.770,5,GP30,5,GP30,0,,,142857143,N,,,12/01/2021,06/30/2022,N
1002~160~107363~19825,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,DIVTECH,DIVTECH,DIVTECH,GAJ,107363,DIVERS 24V RELAY D90-380,,16.430,0,12.098,6.571,6.380,6.380,6.380,6.380,6.380,1,$8.210,1,$8.210,8.21000,,,0,N,,,04/11/2022,05/06/2022,N
1100~160~1313929~19694.2,,N,,1100,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,RESIDEO,RESIDEO,RESIDEO,RESIDEO,1313929,HONEYWELL E1 PRO 1H 1C NON PROG,,79.360,0,51.140,24.648,23.930,23.930,23.930,23.930,23.930,28,GP32.14,28,GP32.14,0,,,147362216,N,,,12/01/2021,06/30/2022,N
1008~160~921807~19694.2,,N,,1008,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,AOPARTS,AOPARTS,AOPARTS,AOPARTS,921807,AOSMTH FINAL BRNR ASSY NG 14 #37,,169.000,0,192.328,87.035,84.500,84.500,84.500,84.500,84.500,28,GP26.78,28,GP26.78,0,,,136574706,N,,,12/01/2021,06/30/2022,N
1027~160~32989~19633.1,,O,,1027,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,NAVIEN,NAVIEN,NAVIEN UNIT,WHH,32989,<D> NAVIEN NG/LP TANKLESS WA,,1800.000,0,1289.778,916.700,890.000,890.000,890.000,890.000,890.000,,,,,,,,,N,5,$890.0000,10/01/2021,12/31/2022,N
1044~160~GAOCOMM~19805,,N,,1044,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,,,,,GAOCOMM,,,0,0,0,0,0,0,0,0,0,28,GP6,28,GP6,0,,,106382979,N,,,03/22/2022,06/30/2022,N
1039~160~99479~19815,,N,,1039,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,SELKVENT,SELKVENT,SELKVENT,MP,99479,SELKRK 3 RV ROUND 3X5 DBL WALL,,73.660,0,24.273,13.153,12.770,12.770,12.770,12.770,12.770,5,*1.4937,5,*1.4937,0,,,149370000,N,,,04/01/2022,06/30/2022,N
1100~160~226732~19700.2,,N,,1100,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,AORESID,AORESID,AORESID NG,AOQ,226732,AOSMTH NG 50 GAL 40K WH TOP,,1369.900,0,819.000,665.000,665.000,665.000,665.000,665.000,665.000,28,*0.904173,28,*0.904173,0,,,90417300,N,,,12/07/2021,06/30/2022,N
